Employee ID,Department,Job Role,Gender,Age,Education,Hiring Date,Salary,Performance Rating,Satisfaction Score,Attrition,Recruitment Source,Training Hours,Years at Company
EMP-01873,Operations,Operations Coordinator,Female,23,Bachelor's,2016-03-19,66086,4,1,Yes,LinkedIn,84,7
EMP-01874,Engineering,QA Engineer,Non-Binary,47,Bachelor's,2016-07-17,98586,5,1,Yes,Recruiter,35,7
EMP-01875,Finance,Accountant,Male,39,Master's,2019-12-08,97862,1,5,No,LinkedIn,53,4
EMP-01876,Operations,Project Manager,Non-Binary,30,Master's,2015-06-29,70935,4,2,Yes,Indeed,15,8
EMP-01877,Engineering,DevOps,Female,51,Bachelor's,2022-09-22,114893,5,1,No,Company Website,64,1
EMP-01878,Engineering,QA Engineer,Non-Binary,52,PhD,2019-04-07,80293,4,5,No,Recruiter,27,4
EMP-01879,Operations,Operations Coordinator,Non-Binary,34,Bachelor's,2019-08-06,102640,2,5,No,Referral,47,4
EMP-01880,Sales,Sales Executive,Female,43,PhD,2016-07-01,56290,1,1,Yes,Company Website,82,7
EMP-01881,Operations,Project Manager,Male,26,PhD,2022-09-13,95680,1,3,No,Referral,18,1
EMP-01882,Finance,Accountant,Non-Binary,43,PhD,2021-12-15,95743,2,3,No,Recruiter,48,2
EMP-01883,Marketing,SEO Specialist,Male,36,Associate Degree,2019-06-14,71585,5,1,Yes,Company Website,15,4
EMP-01884,Marketing,SEO Specialist,Non-Binary,57,Bachelor's,2019-02-12,72938,1,3,No,Indeed,83,4
EMP-01885,Sales,Account Manager,Non-Binary,58,PhD,2018-03-21,52795,4,2,Yes,Recruiter,37,5
EMP-01886,Operations,Operations Coordinator,Non-Binary,40,Associate Degree,2018-06-08,96301,5,3,No,Company Website,16,5
EMP-01887,Operations,Operations Coordinator,Non-Binary,27,Master's,2019-11-14,98585,3,4,No,Company Website,60,4
EMP-01888,Operations,Project Manager,Non-Binary,35,Associate Degree,2015-12-15,89619,2,4,No,Indeed,21,8
EMP-01889,Marketing,Marketing Analyst,Male,38,Master's,2021-07-16,92142,1,2,Yes,Recruiter,69,2
EMP-01890,HR,HR Specialist,Female,41,Bachelor's,2018-07-17,66967,2,2,No,Recruiter,54,5
EMP-01891,Marketing,SEO Specialist,Female,54,Master's,2019-08-11,58550,2,3,No,Company Website,27,4
EMP-01892,HR,HR Specialist,Male,25,PhD,2019-09-30,54558,2,1,Yes,Company Website,21,4
EMP-01893,HR,HR Specialist,Male,56,Master's,2017-11-03,84693,3,3,No,Referral,90,6
EMP-01894,HR,Recruiter,Female,51,Associate Degree,2018-09-12,88557,3,2,Yes,Recruiter,51,5
EMP-01895,Sales,Sales Executive,Female,58,PhD,2015-11-02,52428,1,1,Yes,Recruiter,88,8
EMP-01896,HR,Recruiter,Female,55,PhD,2022-07-06,83159,3,1,No,Recruiter,20,1
EMP-01897,Marketing,SEO Specialist,Female,24,Master's,2016-11-08,67282,2,1,No,Referral,70,7
EMP-01898,Operations,Project Manager,Female,58,Bachelor's,2022-05-17,95117,1,1,No,LinkedIn,55,1
EMP-01899,HR,Recruiter,Male,55,PhD,2022-02-11,72101,5,2,No,Company Website,36,1
EMP-01900,Sales,Sales Executive,Male,48,Bachelor's,2017-04-28,47014,3,5,No,Company Website,25,6
EMP-01901,HR,Recruiter,Female,54,PhD,2018-06-14,68018,5,3,No,Indeed,89,5
EMP-01902,Engineering,DevOps,Non-Binary,45,Master's,2022-02-11,97680,4,5,No,LinkedIn,90,1
EMP-01903,Sales,Account Manager,Male,53,Master's,2015-12-21,66283,4,2,Yes,Indeed,61,8
EMP-01904,Sales,Sales Executive,Female,46,Associate Degree,2021-08-15,46620,4,3,No,LinkedIn,47,2
EMP-01905,Marketing,SEO Specialist,Female,56,Bachelor's,2017-12-16,88234,1,2,Yes,Company Website,45,6
EMP-01906,Operations,Project Manager,Male,43,Master's,2015-01-04,78368,1,3,No,LinkedIn,90,8
EMP-01907,HR,HR Specialist,Male,37,Bachelor's,2022-02-16,61701,4,4,No,Recruiter,88,1
EMP-01908,Finance,Accountant,Non-Binary,57,PhD,2019-05-21,109250,2,2,No,Indeed,76,4
EMP-01909,Engineering,QA Engineer,Female,31,PhD,2019-11-09,101930,2,3,No,Company Website,26,4
EMP-01910,Engineering,QA Engineer,Female,28,Bachelor's,2019-12-13,87491,2,2,No,Company Website,52,4
EMP-01911,Marketing,Marketing Analyst,Non-Binary,36,Master's,2023-01-07,96411,5,5,No,LinkedIn,85,0
EMP-01912,Engineering,DevOps,Male,35,Bachelor's,2018-11-30,88146,2,1,No,Company Website,12,5
EMP-01913,Finance,Financial Analyst,Female,55,Associate Degree,2017-11-08,69533,2,1,No,Recruiter,24,6
EMP-01914,HR,Recruiter,Non-Binary,25,Master's,2021-09-27,70001,1,3,No,Indeed,42,2
EMP-01915,HR,Recruiter,Male,26,Master's,2021-04-08,84851,5,2,No,LinkedIn,21,2
EMP-01916,Operations,Project Manager,Female,38,Bachelor's,2018-08-01,61787,5,4,No,Company Website,22,5
EMP-01917,Engineering,DevOps,Non-Binary,46,PhD,2019-11-29,86057,5,3,No,Referral,21,4
EMP-01918,Finance,Financial Analyst,Female,44,PhD,2016-11-15,87516,3,3,No,Recruiter,32,7
EMP-01919,Finance,Accountant,Male,39,Associate Degree,2018-06-10,94292,1,5,No,Recruiter,59,5
EMP-01920,Engineering,Software Engineer,Non-Binary,24,Bachelor's,2021-10-17,83308,2,3,No,Referral,37,2
EMP-01921,Engineering,DevOps,Male,24,PhD,2015-12-05,92658,4,2,No,LinkedIn,80,8
EMP-01922,Engineering,DevOps,Male,33,PhD,2015-10-29,99827,1,5,No,Company Website,61,8
EMP-01923,Finance,Accountant,Non-Binary,49,Master's,2022-11-13,89649,2,5,No,LinkedIn,90,1
EMP-01924,HR,HR Specialist,Male,24,PhD,2019-05-01,51891,1,4,No,Referral,79,4
EMP-01925,HR,Recruiter,Male,40,Bachelor's,2016-07-23,93452,5,5,No,Company Website,41,7
EMP-01926,HR,Recruiter,Female,55,Associate Degree,2019-08-07,85120,4,5,No,Company Website,30,4
EMP-01927,Marketing,SEO Specialist,Female,59,Associate Degree,2022-05-26,72673,2,4,No,LinkedIn,82,1
EMP-01928,HR,HR Specialist,Male,31,Associate Degree,2015-05-17,79979,3,2,No,Recruiter,25,8
EMP-01929,Operations,Operations Coordinator,Male,45,Associate Degree,2022-01-01,88103,1,1,No,LinkedIn,98,2
EMP-01930,Engineering,Software Engineer,Non-Binary,52,Master's,2018-10-14,76037,3,1,Yes,LinkedIn,46,5
EMP-01931,Operations,Operations Coordinator,Non-Binary,42,PhD,2022-08-07,94833,3,1,No,Company Website,56,1
EMP-01932,HR,Recruiter,Male,33,PhD,2020-02-19,76082,1,4,No,Indeed,93,3
EMP-01933,Finance,Financial Analyst,Female,47,Master's,2016-09-15,76312,4,5,No,Company Website,83,7
EMP-01934,Finance,Financial Analyst,Non-Binary,55,Bachelor's,2023-03-05,66611,4,1,No,Recruiter,37,0
EMP-01935,Finance,Financial Analyst,Male,43,Bachelor's,2018-11-19,65711,2,5,No,Recruiter,30,5
EMP-01936,Finance,Accountant,Female,32,Master's,2015-06-01,76683,3,3,No,Referral,14,8
EMP-01937,HR,Recruiter,Non-Binary,47,PhD,2018-04-08,78783,1,2,No,Indeed,97,5
EMP-01938,HR,Recruiter,Male,23,Bachelor's,2018-05-09,90833,2,4,No,Referral,36,5
EMP-01939,Finance,Financial Analyst,Male,36,Associate Degree,2022-03-12,82301,4,2,Yes,LinkedIn,70,1
EMP-01940,Finance,Financial Analyst,Non-Binary,36,Bachelor's,2015-09-07,78550,5,4,No,Referral,44,8
EMP-01941,Operations,Operations Coordinator,Non-Binary,23,Associate Degree,2022-05-16,72470,3,4,No,Company Website,33,1
EMP-01942,Marketing,SEO Specialist,Female,53,Master's,2017-11-21,86147,3,3,No,Recruiter,68,6
EMP-01943,Marketing,Marketing Analyst,Female,41,Associate Degree,2022-03-21,72096,3,3,No,Company Website,67,1
EMP-01944,Engineering,Software Engineer,Female,28,Bachelor's,2022-07-28,106311,4,5,No,Referral,54,1
EMP-01945,Sales,Sales Executive,Female,44,Associate Degree,2018-06-18,85883,4,4,No,Company Website,24,5
EMP-01946,HR,Recruiter,Non-Binary,31,Bachelor's,2022-01-03,72789,4,1,No,Referral,50,1
EMP-01947,Engineering,DevOps,Non-Binary,31,PhD,2015-11-30,106928,1,3,No,Company Website,13,8
EMP-01948,Marketing,Marketing Analyst,Female,54,Associate Degree,2022-10-03,68781,2,5,No,Referral,62,1
EMP-01949,Marketing,Marketing Analyst,Female,46,Associate Degree,2015-02-16,97180,2,2,No,Indeed,86,8
EMP-01950,Sales,Account Manager,Female,26,PhD,2019-04-12,84185,5,3,No,Indeed,56,4
EMP-01951,Finance,Accountant,Female,29,Associate Degree,2020-06-25,76971,1,5,Yes,Company Website,61,3
EMP-01952,Sales,Account Manager,Female,31,PhD,2018-11-21,60072,2,1,No,LinkedIn,20,5
EMP-01953,Sales,Sales Executive,Non-Binary,54,Master's,2017-03-24,87495,5,4,No,LinkedIn,85,6
EMP-01954,Finance,Accountant,Female,30,Master's,2021-10-02,98756,5,4,No,Recruiter,83,2
EMP-01955,Finance,Accountant,Male,49,Bachelor's,2015-12-06,68005,1,5,Yes,Recruiter,12,8
EMP-01956,Finance,Accountant,Female,30,Bachelor's,2016-04-10,103738,1,2,No,Indeed,51,7
EMP-01957,Finance,Accountant,Non-Binary,51,PhD,2020-08-02,72824,4,5,No,Indeed,93,3
EMP-01958,Engineering,QA Engineer,Female,30,PhD,2016-04-12,109521,3,2,No,Company Website,70,7
EMP-01959,Engineering,QA Engineer,Male,50,Master's,2018-03-23,116534,3,3,No,Company Website,10,5
EMP-01960,Marketing,SEO Specialist,Non-Binary,37,PhD,2023-01-09,98937,3,4,No,Recruiter,97,0
EMP-01961,Operations,Operations Coordinator,Female,42,Bachelor's,2016-01-03,70232,1,5,No,Indeed,44,8
EMP-01962,Operations,Operations Coordinator,Male,59,Master's,2020-07-04,104367,5,3,No,Indeed,40,3
EMP-01963,Marketing,Marketing Analyst,Non-Binary,33,PhD,2016-07-05,66137,5,3,No,LinkedIn,99,7
EMP-01964,Finance,Accountant,Non-Binary,23,Master's,2021-01-03,86129,1,2,Yes,Indeed,60,2
EMP-01965,Finance,Financial Analyst,Female,27,Bachelor's,2020-08-19,92802,3,1,Yes,Recruiter,11,3
EMP-01966,HR,HR Specialist,Female,41,PhD,2017-10-06,57826,2,1,Yes,Company Website,44,6
EMP-01967,HR,Recruiter,Male,57,PhD,2019-03-06,81288,1,2,Yes,Recruiter,67,4
EMP-01968,Finance,Accountant,Non-Binary,34,Associate Degree,2022-03-22,84845,4,2,Yes,Referral,90,1
EMP-01969,Finance,Accountant,Female,22,Bachelor's,2020-05-08,69043,5,1,No,LinkedIn,85,3
EMP-01970,HR,HR Specialist,Non-Binary,49,Associate Degree,2021-02-03,63570,4,2,No,LinkedIn,47,2
EMP-01971,Operations,Operations Coordinator,Non-Binary,36,Master's,2018-10-12,66157,2,3,No,Recruiter,49,5
EMP-01972,Finance,Financial Analyst,Male,43,PhD,2016-06-10,96760,3,1,Yes,Company Website,52,7
EMP-01973,Engineering,QA Engineer,Non-Binary,58,Associate Degree,2019-01-04,98581,3,2,No,Indeed,98,4
EMP-01974,Engineering,DevOps,Male,29,Master's,2020-08-03,118774,3,2,Yes,Indeed,72,3
EMP-01975,Sales,Sales Executive,Male,24,PhD,2018-01-20,76619,3,2,No,LinkedIn,31,5
EMP-01976,Marketing,Marketing Analyst,Female,23,PhD,2021-11-16,87655,4,3,No,Indeed,24,2
EMP-01977,Finance,Financial Analyst,Non-Binary,41,Master's,2017-02-15,89873,1,1,Yes,Company Website,63,6
EMP-01978,Operations,Project Manager,Female,37,Associate Degree,2015-09-20,63514,2,2,Yes,Recruiter,61,8
EMP-01979,Finance,Accountant,Male,38,Associate Degree,2022-10-28,71495,5,1,Yes,Referral,53,1
EMP-01980,Marketing,SEO Specialist,Female,32,Master's,2018-01-22,84228,3,3,No,LinkedIn,79,5
EMP-01981,Finance,Financial Analyst,Non-Binary,46,Master's,2016-06-02,85469,4,2,No,Company Website,16,7
EMP-01982,HR,Recruiter,Female,29,Master's,2019-05-14,82322,3,3,No,LinkedIn,65,4
EMP-01983,Sales,Account Manager,Male,37,Associate Degree,2018-01-16,51090,4,2,No,Company Website,15,5
EMP-01984,Operations,Project Manager,Female,42,PhD,2018-11-09,102980,2,3,Yes,Recruiter,72,5
EMP-01985,Sales,Account Manager,Non-Binary,22,Master's,2022-01-01,54028,4,1,No,Referral,55,2
EMP-01986,Marketing,SEO Specialist,Female,58,Associate Degree,2019-11-11,88843,1,3,No,Indeed,90,4
EMP-01987,Finance,Accountant,Non-Binary,24,Associate Degree,2021-08-17,80817,5,1,Yes,Recruiter,75,2
EMP-01988,Finance,Financial Analyst,Female,22,PhD,2021-05-26,97995,2,5,No,Referral,13,2
EMP-01989,Operations,Operations Coordinator,Female,27,Bachelor's,2015-07-08,76128,4,2,No,Referral,75,8
EMP-01990,Finance,Financial Analyst,Male,40,Associate Degree,2015-10-03,85642,2,4,No,LinkedIn,36,8
EMP-01991,Operations,Operations Coordinator,Female,23,Bachelor's,2019-09-28,82612,3,4,No,Indeed,97,4
EMP-01992,Marketing,SEO Specialist,Non-Binary,45,Master's,2021-11-23,61091,3,2,No,LinkedIn,70,2
EMP-01993,Operations,Project Manager,Non-Binary,56,PhD,2020-02-11,64696,4,2,No,LinkedIn,28,3
EMP-01994,Finance,Financial Analyst,Female,33,PhD,2015-06-09,80223,4,4,No,LinkedIn,55,8
EMP-01995,Operations,Operations Coordinator,Non-Binary,28,PhD,2016-06-04,68577,4,5,Yes,Referral,26,7
EMP-01996,Engineering,QA Engineer,Non-Binary,53,Master's,2015-04-17,88530,4,4,No,Indeed,33,8
EMP-01997,Sales,Account Manager,Non-Binary,43,PhD,2019-08-03,86079,2,1,No,LinkedIn,33,4
EMP-01998,Finance,Financial Analyst,Male,53,Bachelor's,2021-03-22,103995,2,2,No,Recruiter,55,2
EMP-01999,Operations,Operations Coordinator,Non-Binary,28,PhD,2021-08-21,79259,1,5,Yes,Recruiter,28,2
EMP-02000,Operations,Project Manager,Non-Binary,29,Associate Degree,2019-01-08,100517,5,2,No,Indeed,75,4
EMP-02001,Finance,Accountant,Female,55,Master's,2021-07-24,105499,3,5,No,LinkedIn,82,2
EMP-02002,HR,Recruiter,Female,39,Associate Degree,2019-12-13,71891,1,1,Yes,Company Website,45,4
EMP-02003,HR,HR Specialist,Non-Binary,51,Bachelor's,2021-04-21,65973,2,1,No,LinkedIn,67,2
EMP-02004,Engineering,QA Engineer,Male,55,Master's,2018-12-17,93616,4,2,No,Recruiter,25,5
EMP-02005,Finance,Financial Analyst,Non-Binary,34,PhD,2019-04-15,80091,2,5,No,LinkedIn,98,4
EMP-02006,Engineering,QA Engineer,Female,28,PhD,2019-05-01,86371,2,2,No,Company Website,83,4
EMP-02007,Sales,Sales Executive,Non-Binary,38,Bachelor's,2020-03-01,76188,1,2,No,Company Website,34,3
EMP-02008,Sales,Sales Executive,Female,53,Bachelor's,2020-06-11,57302,5,4,No,Referral,90,3
EMP-02009,Finance,Financial Analyst,Female,52,Master's,2019-10-21,84040,5,5,No,Referral,86,4
EMP-02010,Engineering,Software Engineer,Female,41,Bachelor's,2018-07-14,79019,5,2,Yes,LinkedIn,14,5
EMP-02011,Operations,Operations Coordinator,Non-Binary,30,Master's,2017-04-15,78930,4,4,No,Company Website,92,6
EMP-02012,Marketing,Marketing Analyst,Female,35,Master's,2022-04-29,99544,3,3,Yes,Referral,27,1
EMP-02013,Sales,Account Manager,Male,36,Master's,2018-05-08,57366,3,2,No,Recruiter,54,5
EMP-02014,Operations,Operations Coordinator,Male,38,Bachelor's,2019-07-06,91686,1,3,No,Company Website,22,4
EMP-02015,Engineering,Software Engineer,Male,43,Associate Degree,2017-01-12,97788,4,1,Yes,Referral,64,6
EMP-02016,HR,HR Specialist,Male,54,PhD,2015-01-18,65932,2,2,Yes,Company Website,20,8
EMP-02017,Finance,Financial Analyst,Non-Binary,43,Master's,2017-05-06,98602,2,5,No,Indeed,51,6
EMP-02018,Marketing,SEO Specialist,Male,50,Master's,2021-08-28,60905,2,5,No,Indeed,34,2
EMP-02019,Marketing,SEO Specialist,Male,27,Bachelor's,2020-11-01,60213,5,2,Yes,LinkedIn,46,3
EMP-02020,Finance,Financial Analyst,Female,39,PhD,2021-09-16,66809,2,4,No,Recruiter,87,2
EMP-02021,Finance,Financial Analyst,Non-Binary,51,PhD,2022-05-13,68233,1,4,Yes,Indeed,94,1
EMP-02022,Sales,Account Manager,Male,35,Master's,2017-11-07,48301,1,1,No,Company Website,71,6
EMP-02023,Engineering,QA Engineer,Male,53,Bachelor's,2018-10-10,110618,1,1,Yes,Company Website,26,5
EMP-02024,Sales,Sales Executive,Non-Binary,22,Associate Degree,2017-06-14,59227,2,1,No,Company Website,30,6
EMP-02025,Operations,Project Manager,Male,32,Bachelor's,2018-09-11,100834,5,3,No,Recruiter,41,5
EMP-02026,Engineering,DevOps,Male,47,Associate Degree,2015-11-04,76363,1,4,No,LinkedIn,83,8
EMP-02027,Finance,Accountant,Non-Binary,33,Master's,2019-10-14,83405,3,2,No,LinkedIn,45,4
EMP-02028,Engineering,QA Engineer,Female,42,Bachelor's,2017-01-26,113022,3,3,No,Recruiter,63,6
EMP-02029,Engineering,DevOps,Female,25,Associate Degree,2016-03-22,83838,3,1,No,Indeed,14,7
EMP-02030,Sales,Sales Executive,Female,58,PhD,2019-10-20,66514,4,2,Yes,Recruiter,94,4
EMP-02031,Marketing,SEO Specialist,Male,54,PhD,2021-05-25,97871,3,5,No,Referral,24,2
EMP-02032,Sales,Account Manager,Female,54,Associate Degree,2021-09-20,71620,4,4,No,Referral,47,2
EMP-02033,Operations,Operations Coordinator,Female,49,Bachelor's,2020-02-16,66634,4,1,No,Company Website,57,3
EMP-02034,Marketing,SEO Specialist,Male,52,Master's,2022-01-08,82451,5,5,No,Recruiter,82,1
EMP-02035,HR,Recruiter,Female,37,Associate Degree,2021-12-04,64819,5,5,No,Indeed,15,2
EMP-02036,Marketing,SEO Specialist,Male,56,Master's,2018-01-23,95550,5,3,No,Company Website,30,5
EMP-02037,Sales,Sales Executive,Male,46,Associate Degree,2022-12-20,51487,3,1,Yes,Indeed,10,1
EMP-02038,Sales,Account Manager,Non-Binary,41,Bachelor's,2017-10-14,73194,5,3,No,Recruiter,25,6
EMP-02039,Operations,Operations Coordinator,Female,40,Bachelor's,2020-10-18,84838,4,5,No,Indeed,62,3
EMP-02040,HR,Recruiter,Non-Binary,23,Master's,2016-11-12,83583,2,3,No,LinkedIn,49,7
EMP-02041,Engineering,QA Engineer,Non-Binary,53,Bachelor's,2019-12-09,93409,5,1,No,LinkedIn,69,4
EMP-02042,Operations,Operations Coordinator,Female,44,PhD,2018-04-07,100696,3,1,Yes,LinkedIn,60,5
EMP-02043,Operations,Operations Coordinator,Non-Binary,48,Associate Degree,2015-12-25,72624,4,2,No,Recruiter,35,8
EMP-02044,Operations,Operations Coordinator,Male,33,Master's,2016-02-26,102890,1,1,No,Recruiter,91,7
EMP-02045,Operations,Operations Coordinator,Male,45,Bachelor's,2019-02-09,100194,4,3,No,LinkedIn,95,4
EMP-02046,Engineering,Software Engineer,Non-Binary,53,Master's,2020-09-02,80283,4,1,No,Indeed,85,3
EMP-02047,HR,HR Specialist,Female,26,Associate Degree,2021-01-18,62979,5,5,No,Recruiter,16,2
EMP-02048,Sales,Account Manager,Female,30,Associate Degree,2018-10-13,61856,3,4,No,Recruiter,44,5
EMP-02049,Finance,Accountant,Female,53,Associate Degree,2021-04-04,65327,3,1,Yes,Indeed,51,2
EMP-02050,Operations,Project Manager,Non-Binary,54,PhD,2018-05-24,73531,4,3,No,Referral,31,5
EMP-02051,Finance,Accountant,Male,51,Associate Degree,2021-06-08,85521,3,2,Yes,Indeed,43,2
EMP-02052,Finance,Financial Analyst,Male,43,PhD,2023-02-16,108660,5,2,Yes,Recruiter,61,0
EMP-02053,Finance,Accountant,Non-Binary,45,Associate Degree,2016-11-10,94843,2,1,No,LinkedIn,44,7
EMP-02054,Sales,Sales Executive,Non-Binary,44,PhD,2018-10-10,87864,1,3,No,LinkedIn,67,5
EMP-02055,Engineering,QA Engineer,Male,45,PhD,2021-01-18,83572,3,3,No,Company Website,78,2
EMP-02056,HR,Recruiter,Non-Binary,40,PhD,2016-09-09,72972,3,5,No,LinkedIn,96,7
EMP-02057,Sales,Sales Executive,Male,30,Bachelor's,2021-08-09,61090,4,1,Yes,Recruiter,32,2
EMP-02058,Marketing,SEO Specialist,Male,57,Associate Degree,2022-03-31,71257,5,2,Yes,LinkedIn,99,1
EMP-02059,Marketing,Marketing Analyst,Non-Binary,38,PhD,2021-11-21,70451,3,2,Yes,Indeed,78,2
EMP-02060,Sales,Sales Executive,Male,52,PhD,2015-10-07,50368,3,2,No,LinkedIn,36,8
EMP-02061,HR,HR Specialist,Non-Binary,32,PhD,2017-11-22,52667,3,3,No,Referral,78,6
EMP-02062,Sales,Sales Executive,Non-Binary,54,Associate Degree,2019-04-06,59284,3,5,No,Referral,86,4
EMP-02063,Finance,Accountant,Female,58,Master's,2021-07-05,98064,3,3,No,LinkedIn,93,2
EMP-02064,Operations,Project Manager,Female,50,Bachelor's,2015-10-08,97867,2,3,No,Indeed,64,8
EMP-02065,HR,Recruiter,Male,23,Bachelor's,2020-06-28,74998,3,3,No,Indeed,69,3
EMP-02066,Marketing,SEO Specialist,Male,45,Master's,2015-04-13,59479,5,4,No,Company Website,28,8
EMP-02067,Finance,Accountant,Female,42,Master's,2021-08-04,65761,4,3,No,Company Website,47,2
EMP-02068,HR,HR Specialist,Female,56,Master's,2021-09-07,65772,3,5,No,Company Website,94,2
EMP-02069,Operations,Project Manager,Female,36,Associate Degree,2018-01-19,71055,1,4,No,Company Website,76,5
EMP-02070,Operations,Project Manager,Male,23,PhD,2017-11-29,71282,4,2,No,Recruiter,90,6
EMP-02071,Sales,Account Manager,Non-Binary,24,Bachelor's,2015-11-15,70460,4,1,No,Company Website,68,8
EMP-02072,Finance,Financial Analyst,Male,54,Bachelor's,2020-11-02,100135,5,4,No,Recruiter,33,3
EMP-02073,Sales,Sales Executive,Non-Binary,39,Associate Degree,2019-01-06,89456,2,3,No,Recruiter,27,4
EMP-02074,Marketing,SEO Specialist,Non-Binary,55,PhD,2015-03-28,78826,1,2,No,Referral,75,8
EMP-02075,Marketing,Marketing Analyst,Female,42,Bachelor's,2021-12-09,90077,1,3,Yes,Company Website,27,2
EMP-02076,Operations,Project Manager,Male,39,Master's,2022-06-16,71227,2,1,No,LinkedIn,88,1
EMP-02077,HR,HR Specialist,Female,59,PhD,2018-09-06,59325,1,5,No,Referral,55,5
EMP-02078,Operations,Operations Coordinator,Male,45,Associate Degree,2018-01-13,61316,1,5,No,Company Website,75,5
EMP-02079,Operations,Project Manager,Male,24,Master's,2020-04-16,68079,5,5,No,Recruiter,47,3
EMP-02080,Operations,Project Manager,Non-Binary,41,Bachelor's,2016-07-10,80380,2,5,No,Company Website,77,7
EMP-02081,HR,Recruiter,Female,43,Associate Degree,2023-01-15,70263,4,1,No,Referral,82,0
EMP-02082,Operations,Project Manager,Male,36,PhD,2021-05-10,79237,3,4,Yes,Indeed,89,2
EMP-02083,Finance,Financial Analyst,Male,52,Associate Degree,2016-03-26,72260,4,4,No,Referral,20,7
EMP-02084,Operations,Project Manager,Non-Binary,57,Associate Degree,2021-08-19,88760,3,5,No,Company Website,12,2
EMP-02085,Engineering,QA Engineer,Male,50,Associate Degree,2015-04-17,89436,1,1,Yes,Indeed,93,8
EMP-02086,Sales,Sales Executive,Female,29,Bachelor's,2019-11-26,46611,4,2,Yes,Indeed,86,4
EMP-02087,Sales,Account Manager,Male,49,Associate Degree,2021-07-02,56573,5,4,No,LinkedIn,94,2
EMP-02088,Finance,Accountant,Non-Binary,49,Bachelor's,2022-03-21,78850,5,2,No,Recruiter,73,1
EMP-02089,Operations,Operations Coordinator,Male,53,Associate Degree,2015-05-31,99579,4,1,Yes,LinkedIn,21,8
EMP-02090,Finance,Accountant,Male,28,Master's,2015-12-15,93090,5,1,Yes,Indeed,17,8
EMP-02091,Marketing,Marketing Analyst,Male,32,PhD,2020-10-07,78226,4,1,Yes,Referral,32,3
EMP-02092,Engineering,QA Engineer,Female,28,Bachelor's,2019-08-17,89268,1,4,No,LinkedIn,33,4
EMP-02093,Sales,Sales Executive,Female,29,Master's,2018-06-14,48365,4,3,No,Recruiter,88,5
EMP-02094,Finance,Accountant,Non-Binary,30,PhD,2021-04-12,101612,3,3,Yes,Indeed,52,2
EMP-02095,Operations,Operations Coordinator,Male,23,Master's,2017-10-30,101766,4,2,Yes,LinkedIn,76,6
EMP-02096,Marketing,Marketing Analyst,Male,26,Bachelor's,2020-06-21,57082,3,5,No,LinkedIn,97,3
EMP-02097,Finance,Accountant,Non-Binary,55,Master's,2020-08-16,108293,4,1,Yes,Company Website,15,3
EMP-02098,Engineering,Software Engineer,Female,25,PhD,2015-03-07,96400,2,2,No,Referral,80,8
EMP-02099,Engineering,Software Engineer,Female,46,Bachelor's,2017-09-14,87810,4,4,No,Company Website,99,6
EMP-02100,Finance,Accountant,Male,45,PhD,2023-01-04,72012,5,4,No,Company Website,45,0
EMP-02101,Marketing,Marketing Analyst,Male,48,Bachelor's,2019-07-11,99344,3,4,No,Indeed,73,4
EMP-02102,Engineering,DevOps,Non-Binary,30,PhD,2017-08-07,76473,5,5,No,LinkedIn,87,6
EMP-02103,Finance,Financial Analyst,Female,40,Bachelor's,2016-02-10,94866,1,3,No,Recruiter,35,7
